source,target
伤害触发幸运一击时可触发「幸运效果」：对目标施加灼烧效果，造成[29.1/37.83/46.56/55.29/64.02/72.75]攻击力火元素物理伤害，持续5秒,攻撃が幸運の一撃になると次の「幸運効果」を発動する。幸運効果:対象に燃焼効果を付与し、攻撃力の[29.1/37.83/46.56/55.29/64.02/72.75]%の火属性物理ダメージを与える。持続5秒。
铁牙,鉄牙
"奥义！地狱突刺
召唤首领·铁牙，对周围造成一次大范围物理伤害，并对敌方目标施加100%重伤，持续15秒。
【0-5凸 数值】
・合计伤害:[1500/1725/1950/2175/2400/2625]%物理/魔法攻击力+150(韧性值:100)
・冷却:[120/120/120/100/100/80]秒","ボス・鉄牙を召喚し、周囲に広範囲物理ダメージを与え、エネミーに重傷100%を付与する。持続15秒。
・合計ダメージ:[1500/1725/1950/2175/2400/2625]%物理/魔法攻撃力+150(ブレイク値:100)
・リキャスト:[120/120/120/100/100/80]秒"
永久霸体，血量降低至30%时，获得[8/10.4/12.8/15.8/17.6/20]全元素伤害减免,戦闘終了まで剛体を獲得。HPが30%まで低下すると、全属性のダメージ軽減+[8/10.4/12.8/15.8/17.6/20]%。
艾露娜,アルーナ
"奥义！生命祈愿
召唤艾露娜，短暂吟唱后，复活周围的队友，最多4名。
虚弱:60秒内无法受到同类型效果影响（虚弱效果在噩梦难度团队副本中会被放大）
【0-5凸 数值】
・复活后基础生命:[10/20/30/30/40/50]%
・冷却:[150/150/150/125/125/100]秒","アルーナを召喚し、短い詠唱後、周囲のパーティメンバー最大4名を復活させる。虚弱:60秒間は同じ効果を受けられない(虚弱効果はナイトメア難易度のパーティダンジョンで強化される)。
・メンバー復活後の基本HP:[10/20/30/30/40/50]%
・リキャスト:[150/150/150/125/125/100]秒"
奥尔维拉,オルヴェラ
"奥义！瞬即斩
召唤奥尔维拉，向前方来回穿梭，聚集路径上的敌人，并造成物理伤害并打断目标。造成伤害时有一定概率给目标施加雷电之种，持续10秒。对拥有雷电之种的目标造成伤害时会使其爆炸（冷却时间2秒），造成魔法伤害。任何拥有雷电之种的目标被击败，都会减少20秒冷却时间。
【0-5凸 数值】
・合计伤害:[612/703.5/795.6/887.4/979.2/1071]%物理/魔法攻击力+58(韧性值:51)
・1次爆裂伤害:[105/120.7/136.5/152.2/168/183.7]%物理/魔法攻击力+10(韧性值:8)
・概率:[40/52/64/76/88/100]%
・冷却:[120/120/120/100/100/80]秒","オルヴェラを召喚し、現在地と前方を往復しルート上のエネミーを集めて物理ダメージを与え、対象を中断する。ダメージを与えると一定確率で対象に10秒持続するサンダーシードを付与する。サンダーシードを持つ対象にダメージを与えると魔法ダメージを与える(リキャスト2秒)。サンダーシードを持つ対象が倒されるとリキャスト-20秒。
・合計ダメージ:[612/703.5/795.6/887.4/979.2/1071]%物理/魔法攻撃力+58(ブレイク値:51)
・1回の炸裂ダメージ:[105/120.7/136.5/152.2/168/183.7]%物理/魔法攻撃力+10(ブレイク値:8)
・確率:[40/52/64/76/88/100]%
・リキャスト:[120/120/120/100/100/80]秒"
塔塔,タータ
"奥义！烈焰之心
召唤塔塔，对全队施加战意，一定时间内不会被击败，且生命值不低于一定比例。
力竭:60秒内无法受到同类型效果影响（力竭效果在噩梦难度团队副本中会被放大）
【0-5凸 数值】
・最小生命:[1/2.8/4.6/6.4/8.2/10]%
・持续时间:[3/3.9/4.8/5.7/6.6/7.5]秒
・冷却:[150/150/150/125/125/100]秒","タータを召喚し、パーティ全員に戦意を付与し、一定時間撃破されず、HPが一定割合を下回らない。疲労:60秒間は同じ効果を受けられない(疲労効果はナイトメア難易度のパーティダンジョンでは強化される)。
・最小HP:[1/2.8/4.6/6.4/8.2/10]%
・持続時間:[3/3.9/4.8/5.7/6.6/7.5]秒
・リキャスト:[150/150/150/125/125/100]秒"
蒂娜,ティナ
"奥义！时间法令
召唤蒂娜，以时光之力灌注，使自己和周围至多10名友方目标（优先队友）一段时间内技能冷却速度提升。
【60秒内无法受到同类型效果影响】
【0-5凸 数值】
・冷却速度提升:[50/60/70/80/90/100]%
・持续时间:20秒
・冷却:[150/150/150/125/125/100]秒","ティナを召喚し、自身と周囲の味方最大10名(パーティメンバー優先)のスキルリキャスト速度を一定時間アップする。【60秒間は同じ効果を受けられない】
・リキャスト速度アップ:[50/60/70/80/90/100]%
・持続時間:20秒
・リキャスト:[150/150/150/125/125/100]秒"
翡翠角羊,エメラルドホーン
"绝技！双重牙
召唤精英·翡翠角羊，连续两次释放弹道攻击，对范围内目标造成物理伤害。
技能释放后，一段时间内你的急速获得提升。
【0-5凸 数值】
・合计伤害:[750/862.4/975/1087.4/1200/1312.4]%物理/魔法攻击力+74(韧性值:100)
・迅捷提升:[6.5/7.8/9.1/10.4/11.7/13]%
・持续时间:20秒
・冷却:[120/120/120/100/100/80]秒","召喚した精鋭・エメラルドホーンが、2回連続で弾道攻撃を発動し、範囲内の対象に物理ダメージを与える。スキル発動後の一定時間、自身のファストがアップする。
・合計ダメージ:[750/862.4/975/1087.4/1200/1312.4]%物理/魔法攻撃力+74(ブレイク値:100)
・ファストアップ:[6.5/7.8/9.1/10.4/11.7/13]%
・持続時間:20秒
・リキャスト:[120/120/120/100/100/80]秒"
急速+[2016/2615/3214/3813/4412/5040],ファスト+[2016/2615/3214/3813/4412/5040]
哥布林欺诈师,トリックエルダー
"绝技！全场轰炸
召唤精英·哥布林欺诈师，长时间吟唱后造成大范围魔法伤害。（此技能会对敌方和至多20个友方造成伤害！）
【0-5凸 数值】
・合计伤害:[300/345/390/435/480/525]%物理/魔法攻击力+30(韧性值:100)
・冷却:[120/120/120/100/100/80]秒","精鋭・トリックエルダーを召喚し、長い詠唱の後に広範囲魔法ダメージを与える(このスキルはエネミーと味方の最大20人にダメージを与える)。
・合計ダメージ:[300/345/390/435/480/525]%物理/魔法攻撃力+30(ブレイク値:100)
・リキャスト:[120/120/120/100/100/80]秒"
伤害触发幸运一击时可触发「幸运效果」：在目标处引发一次爆炸，造成[12/15.6/19.2/22.8/26.4/30]攻击力光元素物理伤害（冷却时间0.1秒）,攻撃が幸運の一撃になると「幸運効果」を発動する:対象の場所で爆発を起こし、攻撃力[12/15.6/19.2/22.8/26.4/30]%の光属性物理ダメージを与える(リキャスト0.1秒)。
黑焰地狐,ブラックランドフォックス
"绝技！灵动出击
召唤精英·黑焰地狐，扑向目标撕咬后甩尾，造成物理伤害。
技能释放后，一段时间内你的精通获得提升。
【0-5凸 数值】
・合计伤害:[750/862.4/975/1087.4/1200/1312.4]%物理/魔法攻击力+74(韧性值:100)
・灵巧提升:[6.5/7.8/9.1/10.4/11.7/13]%
・持续时间:20秒
・冷却:[120/120/120/100/100/80]秒","召喚した精鋭・ブラックランドフォックスが対象に飛びかかって噛みついた後、尾を振って物理ダメージを与える。スキル発動後の一定時間、自身の器用さがアップする。
・合計ダメージ:[750/862.4/975/1087.4/1200/1312.4]%物理/魔法攻撃力+74(ブレイク値:100)
・器用さアップ:[6.5/7.8/9.1/10.4/11.7/13]%
・持続時間:20秒
・リキャスト:[120/120/120/100/100/80]秒"
精通+[2016/2615/3214/3813/4412/5040],器用さ+[2016/2615/3214/3813/4412/5040]
蓝脊巨蜥,ブルースパインリザード
"绝技！寒霜喷吐
召唤精英·蓝脊巨蜥，朝前方喷吐寒霜，对范围内目标造成物理伤害。
技能释放后，一段时间内你的全能获得提升。
【0-5凸 数值】
・合计伤害:[750/862.2/975/1087.2/1200/1312.2]%物理/魔法攻击力+72(韧性值:96)
・全能提升:[6.5/7.8/9.1/10.4/11.7/13]%
・持续时间:20秒
・冷却:[120/120/120/100/100/80]秒","精鋭・ブルースパインリザードを召喚して前方に霜を噴射し、範囲内の対象に物理ダメージを与える。スキル発動後の一定時間、自身の万能がアップする。
・合計ダメージ:[750/862.2/975/1087.2/1200/1312.2]%物理/魔法攻撃力+72(ブレイク値:96)
・万能アップ:[6.5/7.8/9.1/10.4/11.7/13]%
・持続時間:20秒
・リキャスト:[120/120/120/100/100/80]秒"
全能+[2016/2615/3214/3813/4412/5040],万能+[2016/2615/3214/3813/4412/5040]
哥布林巫医,悪しき癒し手
"绝技！治疗爆弹
召唤精英·哥布林巫医，短暂吟唱后召唤魔力球爆炸，对范围内目标造成魔法伤害，并治疗周围至多10名友方目标（优先队友）。
技能释放后，20秒内每2秒对周围造成职业技能对自身治疗量50%的伤害。
【0-5凸 数值】
・合计伤害:[525/603.7/682.5/761.2/840/918.7]%物理/魔法攻击力+52(韧性值:100)
・合计治疗:[300/345/390/435/480/525]%物理/魔法攻击力+30
・持续时间:20秒
・冷却:[120/120/120/100/100/80]秒","召喚した精鋭・悪しき癒し手が短い詠唱の後、マジックボールを召喚して爆発させ、範囲内の対象に魔法ダメージを与える。かつ周囲の味方最大10名(パーティメンバー優先)を回復する。スキル発動後の20秒間、クラススキルによる自身の回復力の50%相当のダメージを周囲に2秒ごとに与える。
・合計ダメージ:[525/603.7/682.5/761.2/840/918.7]%物理/魔法攻撃力+52(ブレイク値:100)
・合計回復:[300/345/390/435/480/525]%物理/魔法攻撃力+30
・持続時間:20秒
・リキャスト:[120/120/120/100/100/80]秒"
每隔5秒，下次造成伤害时会额外附加一次[45/58.5/72/85.5/99/112.5]%攻击力魔法伤害，每次造成治疗时会提高5%下一次该伤害，最高不超过+800%（此伤害无法暴击）,5秒ごとに、次にダメージを与えたとき攻撃力の[45/58.5/72/85.5/99/112.5]%の魔法ダメージを追加で1回付与する。回復を行うたびにこの次回ダメージ+5%(最大800%まで、このダメージは会心にならない)。
冷酷卷心菜,甘藍冷酷者
"绝技！卷心菜霹雳闪
召唤精英·冷酷卷心菜，随机召唤1~3道虚拟闪电，对范围内目标造成魔法伤害。
【0-5凸 数值】
・1次の伤害:[333/382.9/432.9/482.8/532.8/582.7]%物理/魔法攻击力+33(韧性值:33)
・冷却:[120/120/120/100/100/80]秒","召喚した精鋭・甘藍冷酷者が稲妻1~3本をランダムに召喚し、範囲内の対象に魔法ダメージを与える。
・1回のダメージ:[333/382.9/432.9/482.8/532.8/582.7]%物理/魔法攻撃力+33(ブレイク値:33)
・リキャスト:[120/120/120/100/100/80]秒"
伤害触发幸运一击时可触发「幸运效果」：在目标处引发一次爆炸，随机造成1~3次[5/6.5/8/9.5/11/12.5]攻击力火元素魔法伤害（冷却时间0.1秒）,攻撃が幸運の一撃になると「幸運効果」を発動する:対象の場所で爆発を起こし、ランダムに1~3回、攻撃力[5/6.5/8/9.5/11/12.5]%の火属性魔法ダメージを与える(リキャスト0.1秒)。
忧郁卷心菜,甘藍憂鬱者
"绝技！卷心菜回旋刃
召唤精英忧郁·卷心菜，短暂蓄力后挥舞大剑攻击，对范围内目标造成物理伤害。
技能释放后，一段时间内你的暴击和暴击伤害获得提升（数值根据卷心菜标记浮动）。
【0-5凸 数值】
・合计伤害:[750/862.4/975/1087.4/1200/1312.4]%物理/魔法攻击力+74(韧性值:100)
・1阶暴击提升:[1344/1612/1881/2150/2419/2688]/暴击伤害:[6/7.2/8.4/9.6/10.8/12]%
・3阶暴击提升:[2240/2688/3136/3584/4032/4480]/暴击伤害:[10/12/14/16/18/20]%
・持续时间:20秒
・冷却:[120/120/120/100/100/80]秒","召喚した精鋭・甘藍憂鬱者が短時間チャージした後、大剣を振り回して範囲内の対象に物理ダメージを与える。スキル発動後の一定時間、自身の会心と会心ダメージがアップする(数値は甘藍マークに応じて変動)。
・合計ダメージ:[750/862.4/975/1087.4/1200/1312.4]%物理/魔法攻撃力+74(ブレイク値:100)
・1ランク会心アップ:[1344/1612/1881/2150/2419/2688]/会心ダメージ:[6/7.2/8.4/9.6/10.8/12]%
・3ランク会心アップ:[2240/2688/3136/3584/4032/4480]/会心ダメージ:[10/12/14/16/18/20]%
・持続時間:20秒
・リキャスト:[120/120/120/100/100/80]秒"
每隔10秒你的暴击伤害在+[5/6.5/8/9.5/11/12.5]%~+[7/9.1/11.2/13.3/15.4/17.5]%之间浮动,10秒ごとに会心ダメージが+[5~7/6.5~9.1/8~11.2/9.5~13.3/11~15.4/12.5~17.5]%の範囲で変動する。
黑石军团先锋官,黒磊兵団の先鋒隊長
"绝技！剑刃风暴
变身为精英·黑石军团先锋官，进行回旋攻击，造成火元素物理伤害。每有一层剑意，可额外回旋攻击一次（上限15层），该伤害可受到所有类型的元素加成，且不受被动效果影响。
【0-5凸 数值】
・合计伤害:[650/747.5/845/942.5/1040/1137.5]%物理/魔法攻击力+65(韧性值:20)
・冷却:[90/90/90/75/75/60]秒","精鋭・黒磊兵団の先鋒隊長に変身して回転攻撃し、火属性物理ダメージを与える。剣意1スタックにつき回転攻撃を1回追加(15スタックまで)。このダメージは全タイプの属性ボーナスを受けられるが、パッシブ効果の影響は受けない。
・合計ダメージ:[650/747.5/845/942.5/1040/1137.5]%物理/魔法攻撃力+65(ブレイク値:20)
・リキャスト:[90/90/90/75/75/60]秒"
"你造成的所有伤害最终-80%
每次施放非普攻职业技能，减少当前共鸣技能的主动效果冷却时间[1/1/1/2.5/2.5/4]，并获得1层剑意",自身が与えるすべてのダメージが最終的に-80%になる。通常攻撃以外のクラススキルを発動するたび、現在の共鳴スキルのアクティブ効果のリキャスト-[1/1/1/2.5/2.5/4]秒および剣意を1スタック獲得する。
黑石军团执令官,黒磊兵団の指揮官
"绝技！落雷惩戒
召唤精英·黑石军团执令官，召唤雷霆之力从天而降，造成魔法伤害。
技能释放后，一段时间内造成伤害时，会额外对目标造成一次物理防御力百分比物理伤害（每1秒至多触发1次）。
【0-5凸 数值】
・合计伤害:[525/603.7/682.5/761.2/840/918.7]%物理/魔法攻击力+52(韧性值:100)
・额外物理防御力伤害:[100/120/140/160/180/200]%+赛季等级×0.5%
・持续时间:20秒
・冷却:[120/120/120/100/100/80]秒","精鋭・黒磊兵団の指揮官を召喚して雷の力を降らせ、魔法ダメージを与える。スキル発動後、一定時間内にダメージを与えると、対象に物理防御力の割合物理ダメージを追加(1秒ごとに最大1回)。
・合計ダメージ:[525/603.7/682.5/761.2/840/918.7]%物理/魔法攻撃力+52(ブレイク値:100)
・追加物理防御力ダメージ:[100/120/140/160/180/200]%+シーズンレベル×0.5%
・持続時間:20秒
・リキャスト:[120/120/120/100/100/80]秒"
物理防御+[6/7.8/9.6/11.4/13.2/15]%,物理防御力+[6/7.8/9.6/11.4/13.2/15]%
哥布林首领,ゴブリンウォーロード
"奥义！无双突刺
召唤首领·哥布林首领，短暂蓄力后向前方射出一道剑气，造成物理伤害。
技能释放后，一段时间内你的专精技能伤害和治疗获得提升，持续期间专精技能造成伤害减少0.3秒当前共鸣技能冷却时间（每1秒至多触发1次）。
【0-5凸 数值】
・合计伤害:[1500/1725/1950/2175/2400/2625]%物理/魔法攻击力+150(韧性值:100)
・专精技能提升:[22/26.4/30.8/35.2/39.6/44]%
・持续时间:20秒
・冷却:[120/120/120/100/100/80]秒","召喚したボス・ゴブリンウォーロードが短時間チャージした後、前方にソードエネルギーを放って物理ダメージを与える。スキル発動後の一定時間、自身のマスタリースキルダメージと回復がアップする。マスタリースキルの持続中にダメージを与えると、この共鳴スキルのリキャスト-0.3秒(1秒ごとに最大1回)。
・合計ダメージ:[1500/1725/1950/2175/2400/2625]%物理/魔法攻撃力+150(ブレイク値:100)
・マスタリースキルアップ:[22/26.4/30.8/35.2/39.6/44]%
・持続時間:20秒
・リキャスト:[120/120/120/100/100/80]秒"
专精技能伤害和治疗+[9/11.7/14.4/17.1/19.8/22.5],マスタリースキルダメージと回復効果+[9/11.7/14.4/17.1/19.8/22.5]%
巴西利斯克,バジリスク
"奥义！绝命螺旋
召唤首领·巴西利斯克，向目标旋转攻击，造成物理伤害。
技能释放后，一段时间内使自己和周围至多10名友方目标（优先队友）获得全元素加成。
【60秒内无法受到同类型效果影响】
【0-5凸 数值】
・合计伤害:[1500/1724.4/1950/2175/2400/2625]%物理/魔法攻击力+90(韧性值:96)
・全属性加成:[5/6/7/8/9/10]%
・持续时间:10秒
・冷却:[120/120/120/100/100/80]秒","ボス・バジリスクを召喚して物理ダメージを与える。スキル発動後の一定時間、自身と周囲の味方最大10名(パーティメンバー優先)が全属性ボーナスを獲得する。【60秒間は同タイプの効果を受けられない】
・合計ダメージ:[1500/1724.4/1950/2175/2400/2625]%物理/魔法攻撃力+90(ブレイク値:96)
・全属性ボーナス:[5/6/7/8/9/10]%
・持続時間:10秒
・リキャスト:[120/120/120/100/100/80]秒"
天才卷心菜大王,天才甘藍大王
"奥义！卷心菜重锤
召唤首领·天才卷心菜大王，短暂蓄力后冲锤地面，造成物理伤害。
技能释放后，20秒内你的被动效果根据显示的标记锁定不会变化，且效果提升100%~150%。
【0-5凸 数值】
・合计伤害:[1500/1725/1950/2175/2400/2625]%物理/魔法攻击力+150(韧性值:100)
・冷却:[120/120/120/100/100/80]秒","召喚したボス・天才甘藍大王が短時間チャージした後、ハンマーを地面に叩きつけて物理ダメージを与える。スキル発動後の20秒間、自身のパッシブ効果が表示マークに応じて固定され変化しなくなる。かつ効果+100%~150%。
・合計ダメージ:[1500/1725/1950/2175/2400/2625]%物理/魔法攻撃力+150(ブレイク値:100)
・リキャスト:[120/120/120/100/100/80]秒"
"力量/智力/敏捷+[3/3.9/4.8/5.7/6.6/7.5]
进入战斗后每隔10秒重新随机获得一个效果：
1、力量/智力/敏捷+[3/3.9/4.8/5.7/6.6/7.5]
2、全能+[2464/3180/3896/4612/5328/6160]
3、精通+[2464/3180/3896/4612/5328/6160]
4、急速+[2464/3180/3896/4612/5328/6160]
5、全元素伤害+[2.25/2.92/3.59/4.26/4.93/5.6]","筋力/知力/敏捷+[3/3.9/4.8/5.7/6.6/7.5]%
戦闘開始後、10秒ごとに以下からランダムに1つ付与:
1.筋力/知力/敏捷+[3/3.9/4.8/5.7/6.6/7.5]%
2.万能+[2464/3180/3896/4612/5328/6160]
3.器用さ+[2464/3180/3896/4612/5328/6160]
4.ファスト+[2464/3180/3896/4612/5328/6160]
5.全属性ダメージ+[2.25/2.92/3.59/4.26/4.93/5.6]%"
"奥义！炎灵之幸
召唤首领·炎角，对目标连续使用羊角撞击，造成物理伤害。
施放后获得一个幸运效果：触发幸运一击时，在目标处产生一次爆炸，造成魔法伤害（冷却时间0.1秒），立刻获得绝对幸运效果，且持续时间内绝对幸运冷却时间修改为5秒。
【0-5凸 数值】
・合计伤害:[1500/1724.8/1950/2175/2400/2625]%物理/魔法攻击力+150(韧性值:100)
・幸运效果伤害:[50/57.4/65/72.5/80/87.5]%物理/魔法攻击力+5
・持续时间:20秒
・冷却:[120/120/120/100/100/80]秒","召喚したボス・炎角が、対象を角で連続攻撃して物理ダメージを与える。発動後、次の幸運効果を獲得:幸運の一撃発動時、対象の場所に爆発を起こして魔法ダメージを与え(リキャスト0.1秒)、絶対幸運効果を獲得する。かつ持続時間内は絶対幸運のリキャストが5秒になる。
・合計ダメージ:[1500/1724.8/1950/2175/2400/2625]%物理/魔法攻撃力+150(ブレイク値:100)
・幸運効果ダメージ:[50/57.4/65/72.5/80/87.5]%物理/魔法攻撃力+5
・持続時間:20秒
・リキャスト:[120/120/120/100/100/80]秒"
每隔15秒，获得「绝对幸运」：幸运+[2240/2912/3584/4256/4928/5600]，幸运一击伤害和治疗倍率+[8/10.4/12.8/15.2/17.6/20]。施放3次伤害型专精技能后移除该效果,15秒ごとに「絶対幸運」を獲得する。幸運+[2240/2912/3584/4256/4928/5600]、幸運の一撃ダメージと回復+[8/10.4/12.8/15.2/17.6/20]%。ダメージ型マスタリースキルを3回使用すると解除される。
赤玉地狐,猛る獣
"奥义！魅影奇袭
召唤首领·赤玉地狐，回旋扑向目标，造成物理伤害。
技能释放后，一段时间内你的宠物攻击力获得提升。
【0-5凸 数值】
・合计伤害:[1500/1725/1950/2175/2400/2625]%物理/魔法攻击力+150(韧性值:100)
・宠物攻击力提升:[20/24/28/32/36/40]%
・持续时间:20秒
・冷却:[120/120/120/100/100/80]秒","召喚したボス・猛る獣が回転しながら対象に突進し、物理ダメージを与える。スキル発動後の一定時間、自身のペットの攻撃力がアップする。
・合計ダメージ:[1500/1725/1950/2175/2400/2625]%物理/魔法攻撃力+150(ブレイク値:100)
・ペットの攻撃力アップ:[20/24/28/32/36/40]%
・持続時間:20秒
・リキャスト:[120/120/120/100/100/80]秒"
每次施放特殊攻击后，宠物攻击力+[2.4/3.12/3.84/4.56/5.28/6]， 持续5秒，最多可叠加5层,特殊攻撃を発動するたびに、使い獣の攻撃力+[2.4/3.12/3.84/4.56/5.28/6]%。持続5秒、5スタックまで。
黑石军团卫队长,黒磊兵団の護衛隊長
"奥义！熊熊烈焰
召唤首领·黑石军团卫队长，以自身为中心燃爆火焰，造成火元素物理伤害。
技能释放后，一段时间内你的攻击速度和施法速度获得提升。
【0-5凸 数值】
・合计伤害:[1500/1725/1950/2175/2400/2625]%物理/魔法攻击力+150(韧性值:100)
・攻击速度提升:[10/12/14/16/18/20]%
・施法速度提升:[30/36/42/48/54/60]%
・持续时间:20秒
・冷却:[120/120/120/100/100/80]秒","召喚したボス・黒磊兵団の護衛隊長が、自身を中心とする爆燃の炎で火属性物理ダメージを与える。スキル発動後の一定時間、自身の攻撃速度と詠唱速度がアップする。
・合計ダメージ:[1500/1725/1950/2175/2400/2625]%物理/魔法攻撃力+150(ブレイク値:100)
・攻撃速度アップ:[10/12/14/16/18/20]%
・詠唱速度アップ:[30/36/42/48/54/60]%
・持続時間:20秒
・リキャスト:[120/120/120/100/100/80]秒"
终极技能冷却速度+[13/16.9/20.8/24.7/28.6/32.5],究極スキルのリキャスト速度+[13/16.9/20.8/24.7/28.6/32.5]%
陶洛斯,ドロシー
"奥义！幻象共鸣
变身为陶洛斯，替换全新的普通攻击模组的同时，获得工匠之力。
被动：造成伤害时有40%概率触发闪电链（每0.5秒至多触发一次）
①蓄力朝目标射出威力强大的一枪，造成物理伤害，每额外蓄力一段，造成的伤害提高150%
②跃至空中后朝目标发射一颗雷暴弹，造成物理伤害，并在目标处产生「雷暴区域」，持续7秒，雷暴区域每秒对范围内的敌方单位造成物理伤害，并施加减速效果。
③持续不间断的施放追踪雷弹，追踪雷弹命中后造成物理伤害，并施加麻痹效果。
④发射一颗溟灭弹，溟灭弹在飞行一段距离或者碰撞后会爆炸造成物理伤害","ドロシーに変身し、攻撃スキルが切り替わる。同時に工匠の力を獲得する。変身リキャスト:20秒。
パッシブ:ダメージを与えた時40%の確率で稲妻チェーンを発動(0.5秒ごとに1回まで／1000%物理魔法攻撃力+50)。
①チャージして強力な一撃(物理)。チャージ1段ごとに+150%。チャージ射撃1段:[1000/1200/1400/1600/1800/2000]%+50、CD10秒
②サンダーボム:[1280/1536/1792/2048/2304/2560]%+64、サンダーストームエリア1回:[384/460.8/537.6/614.4/691.2/768]%+19、CD15秒
③追尾雷弾:[267/320.4/373.8/427.2/480.6/534]%+13、CD25秒
④スローターボム(究極):[5000/6000/7000/8000/9000/10000]%+250、CD45秒
通常攻撃1段:[400/480/560/640/720/800]%+20、2段3段:[800/960/1120/1280/1440/1600]%+40"
法法菈,ファルファラ
"奥义！佑世边界
召唤法法菈，生成一个领域。
处于领域内的自身和队友获得最终伤害减免和霸体。当自身处于领域内造成伤害时，额外附加一个防御力百分比伤害（每1秒至多触发1次），当你受到伤害时减少1秒当前共鸣技能冷却时间（每2秒至多触发1次）
【不可叠加，同效果仅生效一个】
【0-5凸 数值】
・最终伤害减免:[15/18/21/24/27/30]%
・额外物理防御力伤害:[200/240/280/320/360/400]%+赛季等级×1%
・持续时间:15秒
・冷却:[90/90/90/75/75/60]秒","ファルファラを召喚し領域を生成する。領域内の自身とパーティメンバーは最終ダメージ軽減と剛体を獲得。自身が領域内でダメージを与えると、防御力の割合ダメージを追加(1秒ごとに最大1回)。自身がダメージを受けると、このスキルのリキャスト-1秒(2秒ごとに最大1回)。【スタック不可、同じ効果は1つのみ有効】
・最終ダメージ軽減:[15/18/21/24/27/30]%
・追加物理防御力ダメージ:[200/240/280/320/360/400]%+シーズンレベル×1%
・持続時間:15秒
・リキャスト:[90/90/90/75/75/60]秒"
博伊斯,ボイス
"奥义！万象升华
召唤博伊斯，凝聚冰霜之力制造冰霜区域，造成冰元素魔法伤害。
技能释放后，一段时间内你的攻击力获得提升，每次施放特殊攻击时获得额外提升，最高可叠加5层。达到满层时获得攻击速度和施法速度加成，继续施放特殊攻击可延续此加成的持续时间，每次延续3秒，最多可额外延续5次（攻击力加成的持续时间不会被延续）。
技能可充能2次。
【0-5凸 数值】
・合计伤害:[1050/1207.4/1365/1522.5/1680/1837.5]%物理/魔法攻击力+105(韧性值:100)
・攻击力提升:[8/9.6/11.2/12.8/14.4/16]%
・攻击力追加提升:[1/1.2/1.4/1.6/1.8/2]%
・攻击速度提升:[5/6/7/8/9/10]%
・施法速度提升:[10/12/14/16/18/20]%
・持续时间:20秒
・充能时间:[120/120/120/100/100/80]秒","召喚したボイスがフロストパワーを集めてフロストエリアを生成し、氷属性魔法ダメージを与える。スキル発動後の一定時間、自身の攻撃力がアップ。かつ、特殊攻撃を発動するたび追加アップする(5スタックまで)。スタック上限に達すると攻撃速度と詠唱速度ボーナスを獲得(特殊攻撃を発動し続ければ毎回3秒延長、追加延長は5回まで)。スキルは2回までチャージ可。
・合計ダメージ:[1050/1207.4/1365/1522.5/1680/1837.5]%物理/魔法攻撃力+105(ブレイク値:100)
・攻撃力アップ:[8/9.6/11.2/12.8/14.4/16]%
・攻撃力追加アップ:[1/1.2/1.4/1.6/1.8/2]%
・攻撃速度アップ:[5/6/7/8/9/10]%
・詠唱速度アップ:[10/12/14/16/18/20]%
・持続時間:20秒
・チャージ時間:[120/120/120/100/100/80]秒"
罗罗拉,ロローラ
"奥义！神灵依凭
召唤罗罗拉，共鸣先祖之力协同攻击，一段时间内使自身对命中目标造成的伤害提高，对目标每造成10次伤害会获得额外提升，最多可额外提升5次，到达上限后，转为延续额外伤害的持续时间（基础伤害提升的时间不会被延续），每次延续3秒，最多可额外延续5次。同时自身获得生命吸取：可回复一定比例对目标造成的伤害（时间会被延续）。
技能可充能2次。
【0-5凸 数值】
・合计伤害:[1500/1724.6/1950/2174.9/2400/2624.9]%物理/魔法攻击力+149(韧性值:100)
・伤害提升:[10/12/14/16/18/20]%
・伤害追加提升:[1.2/1.44/1.68/1.92/2.16/2.4]%
・生命吸收比例:1%
・持续时间:20秒
・充能时间:[120/120/120/100/100/80]秒","ロローラを召喚し攻撃を行う。攻撃が命中した対象に与える自身のダメージが一定時間アップする。対象に10回ダメージを与えるごとにダメージが追加でアップし最大5回まで。上限後は追加ダメージ効果の持続時間が延長される(基礎ダメージアップの持続時間は延長されない)。持続は1回につき3秒延長、最大5回まで。ライフドレインを獲得し対象に与えたダメージの一定割合を回復する(効果時間延長対象)。スキルは2回までチャージ可能。
・合計ダメージ:[1500/1724.6/1950/2174.9/2400/2624.9]%物理/魔法攻撃力+149(ブレイク値:100)
・ダメージアップ:[10/12/14/16/18/20]%
・ダメージ追加アップ:[1.2/1.44/1.68/1.92/2.16/2.4]%
・HP吸収割合:1%
・持続時間:20秒
・チャージ時間:[120/120/120/100/100/80]秒"
食人毛球,カニバル・フラッフ
