source,target
Verdant Oracle Stasis X1 - G5,ヴァーダントオラクル・恒常性X1・G5
Verdant Oracle Stasis X1 - G6,ヴァーダントオラクル・恒常性X1・G6
Verdant Oracle Stasis X1 - G7,ヴァーダントオラクル・恒常性X1・G7
Verdant Oracle Stasis X1 - G8,ヴァーダントオラクル・恒常性X1・G8
Verdant Oracle Stasis X1 - G9,ヴァーダントオラクル・恒常性X1・G9
Verdant Oracle Stasis X2 - G1,ヴァーダントオラクル・恒常性X2・G1
Verdant Oracle Stasis X2 - G10,ヴァーダントオラクル・恒常性X2・G10
Verdant Oracle Stasis X2 - G2,ヴァーダントオラクル・恒常性X2・G2
Verdant Oracle Stasis X2 - G3,ヴァーダントオラクル・恒常性X2・G3
Verdant Oracle Stasis X2 - G4,ヴァーダントオラクル・恒常性X2・G4
Verdant Oracle Stasis X2 - G5,ヴァーダントオラクル・恒常性X2・G5
Verdant Oracle Stasis X2 - G6,ヴァーダントオラクル・恒常性X2・G6
Verdant Oracle Stasis X2 - G7,ヴァーダントオラクル・恒常性X2・G7
Verdant Oracle Stasis X2 - G8,ヴァーダントオラクル・恒常性X2・G8
Verdant Oracle Stasis X2 - G9,ヴァーダントオラクル・恒常性X2・G9
Verdant Oracle - Lifebind Spec,ヴァーダントオラクル・森癒型
Verdant Oracle - Perpetual Vitality,ヴァーダントオラクル・活気永続
Verdant Oracle - Full Bloom CD Reduction,ヴァーダントオラクル・満開リキャスト短縮
Verdant Oracle - High-Cost Special,ヴァーダントオラクル・特攻消尽
Verdant Oracle Rhapsody X1 - G1,ヴァーダントオラクル・狂想X1・G1
Verdant Oracle Rhapsody X1 - G10,ヴァーダントオラクル・狂想X1・G10
Verdant Oracle Rhapsody X1 - G2,ヴァーダントオラクル・狂想X1・G2
Verdant Oracle Rhapsody X1 - G3,ヴァーダントオラクル・狂想X1・G3
Verdant Oracle Rhapsody X1 - G4,ヴァーダントオラクル・狂想X1・G4
Verdant Oracle Rhapsody X1 - G5,ヴァーダントオラクル・狂想X1・G5
Verdant Oracle Rhapsody X1 - G6,ヴァーダントオラクル・狂想X1・G6
Verdant Oracle Rhapsody X1 - G7,ヴァーダントオラクル・狂想X1・G7
Verdant Oracle Rhapsody X1 - G8,ヴァーダントオラクル・狂想X1・G8
Verdant Oracle Rhapsody X1 - G9,ヴァーダントオラクル・狂想X1・G9
Verdant Oracle Rhapsody X2 - G1,ヴァーダントオラクル・狂想X2・G1
Verdant Oracle Rhapsody X2 - G10,ヴァーダントオラクル・狂想X2・G10
Verdant Oracle Rhapsody X2 - G2,ヴァーダントオラクル・狂想X2・G2
Verdant Oracle Rhapsody X2 - G3,ヴァーダントオラクル・狂想X2・G3
Verdant Oracle Rhapsody X2 - G4,ヴァーダントオラクル・狂想X2・G4
Verdant Oracle Rhapsody X2 - G5,ヴァーダントオラクル・狂想X2・G5
Verdant Oracle Rhapsody X2 - G6,ヴァーダントオラクル・狂想X2・G6
Verdant Oracle Rhapsody X2 - G7,ヴァーダントオラクル・狂想X2・G7
Verdant Oracle Rhapsody X2 - G8,ヴァーダントオラクル・狂想X2・G8
Verdant Oracle Rhapsody X2 - G9,ヴァーダントオラクル・狂想X2・G9
Verdant Oracle Rhapsody X3 - G1,ヴァーダントオラクル・狂想X3・G1
Verdant Oracle Rhapsody X3 - G10,ヴァーダントオラクル・狂想X3・G10
Verdant Oracle Rhapsody X3 - G2,ヴァーダントオラクル・狂想X3・G2
Verdant Oracle Rhapsody X3 - G3,ヴァーダントオラクル・狂想X3・G3
Verdant Oracle Rhapsody X3 - G4,ヴァーダントオラクル・狂想X3・G4
Verdant Oracle Rhapsody X3 - G5,ヴァーダントオラクル・狂想X3・G5
Verdant Oracle Rhapsody X3 - G6,ヴァーダントオラクル・狂想X3・G6
Verdant Oracle Rhapsody X3 - G7,ヴァーダントオラクル・狂想X3・G7
Verdant Oracle Rhapsody X3 - G8,ヴァーダントオラクル・狂想X3・G8
Verdant Oracle Rhapsody X3 - G9,ヴァーダントオラクル・狂想X3・G9
Verdant Oracle Rhapsody X4 - G1,ヴァーダントオラクル・狂想X4・G1
Verdant Oracle Rhapsody X4 - G10,ヴァーダントオラクル・狂想X4・G10
Verdant Oracle Rhapsody X4 - G2,ヴァーダントオラクル・狂想X4・G2
Verdant Oracle Rhapsody X4 - G3,ヴァーダントオラクル・狂想X4・G3
Verdant Oracle Rhapsody X4 - G4,ヴァーダントオラクル・狂想X4・G4
Verdant Oracle Rhapsody X4 - G5,ヴァーダントオラクル・狂想X4・G5
Verdant Oracle Rhapsody X4 - G6,ヴァーダントオラクル・狂想X4・G6
Verdant Oracle Rhapsody X4 - G7,ヴァーダントオラクル・狂想X4・G7
Verdant Oracle Rhapsody X4 - G8,ヴァーダントオラクル・狂想X4・G8
Verdant Oracle Rhapsody X4 - G9,ヴァーダントオラクル・狂想X4・G9
Verdant Oracle - Wild Growth,ヴァーダントオラクル・狂種速成
Verdant Oracle - Wishing Bud,ヴァーダントオラクル・祈願の蕾
Verdant Oracle - Pulsing Thorns,ヴァーダントオラクル・継続の茨パルス
Verdant Oracle - Unending Magic,ヴァーダントオラクル・魔法永続
Verdant Oracle - Stag Assault Buff,ヴァーダントオラクル・鹿襲強化
Verdant Oracle - Instinctive Assault,ヴァーダントオラクル・鹿襲誘発
Flourishing Nature,ヴァーダント仙輪
Valdi,ヴァーディ
Viano,ヴィアノ
Viola,ヴィオラ
Victor,ヴィクター
Vicktis,ヴィクティス
Vinoa,ヴィノア
Vibius,ヴィビウス
Wilhelm,ヴィルヘルム
Vita,ヴィータ
Vita Meow,ヴィータにゃん・セット
Vesper,ヴェスパー
Venetia,ヴェネチア
Venomous Arachnocrab,ヴェノカニクモ
Venobzzar Incubator,ヴェノミーンの巣
Venobzzar Incubator - Summon Poison Bees,ヴェノミーンの巣-ヴェノミーン召喚
Venobzzar Incubator - Resonance,ヴェノミーンの巣-共鳴
Venobzzar Incubator - Poison Pool,ヴェノミーンの巣-毒沼
Venobzzar Incubator - Bombing,ヴェノミーンの巣-爆撃
Venobzzar Incubator - Corrosive Poison Explosion,ヴェノミーンの巣-腐食ヴェノムバースト
Venobzzar Incubator - Delayed Explosion,ヴェノミーンの巣-遅延爆発
Venobzzar Incubator Doll,ヴェノミーンの巣のぬいぐるみ
Lv.40 Gear - Venobzzar Incubator Kit,ヴェノミーンの巣の装備箱（装備Lv.40）
Verity,ヴェリティ
Cinderfall! Hellfire Shiranui,ヴォルテクスインパクト
- Headwear,・頭飾り
Envoy of Night,・顔飾り
None Shall Escape!,一人も逃がさない！
Single-person Mount,一人乗り
A Qualified Purr-fect Caretaker,一人前の飼い主
Single-Seater Sofa,一人掛けソファ
The Contemplator I,一心不乱・一
The Contemplator III,一心不乱・三
The Contemplator II,一心不乱・二
The Contemplator V,一心不乱・五
The Contemplator VI,一心不乱・六
The Contemplator IV,一心不乱・四
A Touch of Green,一抹の緑
Auto Combo,一括コンボモード
Cleanup,一括清掃
One-Punch Brawl Qualifier,一撃大作戦・参加資格
One-Day Detective,一日探偵
"One Wood, One Lifetime",一木一浮世
Unyielding Merchant,一歩も引かない商人
Step by Step,一歩一歩
Single Ladder,一段はしご
Ittsuu (Pure Straight),一気通貫
Together in Every Shot,一生記念撮影しよう
Raffle Event I Jump Button,一番くじ・ボタン
Ippatsu (One-Shot Win After Riichi),一発
I'm Gonna Punch You So Hard,一発ぶん殴る
Iipeikou (Pure Double Sequence),一盃口
A Touch of Neon,一筋のネオン
Level one Tour Guide,一級ガイド資格
Swept the Waters,一網打尽
Let's Eat Donuts!,一緒にドーナツ食べよう
Let's do parkour together!,一緒にパルクールしよう！
Let's Do a Trick I,一緒にマジックをしよう・一
Let's Do a Trick II,一緒にマジックをしよう・二
Become Light Together!,一緒に光になろう！
The Day We Set Off,一緒に出発したあの日
Trial Together,一緒に試練
"One Shuttle, One Cosmos",一織一世界
Common Items,一般アイテム
Minion (Dungeon),一般エネミー（ダンジョン）
Normal Skill,一般スキル
Basic Materials - Select,一般素材・選択ボックス
Regular Bait,一般釣り餌
Bag of Blessings,一袋の福禄
Like a Snowflake,一輪の雪花
Flash Sharp Strike,一閃強撃
A delicate letter,丁寧な手紙
No Subtle Rejection,丁重ではない断り
Chiitoitsu (Seven Pairs),七対子
Set off at full capacity!,万全の状態で出発しよう！
Sanctum of Unbroken Law,万法不破の聖塁
Sanctum of Unbroken Law - Alt.,万法不破の聖塁・改
The One True Theory of Everything XII,万物に関する唯一の正解・12
The One True Theory of Everything XXXVI,万物に関する唯一の正解・36
The One True Theory of Everything XLVIII,万物に関する唯一の正解・48
Versatility,万能
Omnipotent Breath,万能の息吹
Gift of Versatility,万能の恵み
Jack of All Trades,万能の意義
Versatility Boost,万能アップ
Universal Imagine,万能イマジン
Versatility Specialization,万能マスタリー
All-around Warrior I,万能型戦士・一
All-around Warrior III,万能型戦士・三
All-around Warrior II,万能型戦士・二
All-around Warrior V,万能型戦士・五
All-around Warrior VI,万能型戦士・六
All-around Warrior IV,万能型戦士・四
Versatility Enhancement,万能増強
Universal Stone Test 1,万能石テスト1
Universal Stone Test 10,万能石テスト10
Universal Stone Test 11,万能石テスト11
Universal Stone Test 12,万能石テスト12
Universal Stone Test 13,万能石テスト13
Universal Stone Test 14,万能石テスト14
Universal Stone Test 15,万能石テスト15
Universal Stone Test 16,万能石テスト16
Universal Stone Test 2,万能石テスト2
Universal Stone Test 3,万能石テスト3
Universal Stone Test 4,万能石テスト4
Universal Stone Test 5,万能石テスト5
Universal Stone Test 6,万能石テスト6
Universal Stone Test 7,万能石テスト7
Universal Stone Test 8,万能石テスト8
Universal Stone Test 9,万能石テスト9
Versatility Resistance,万能軽減
Whispering Windleaf,万象を吟ずる風葉
Tough Linen Canvas,丈夫な亜麻帆布
Sturdy Fishing Pole,丈夫な釣り竿
Three-person Mount,三人乗り
Next Generation - In the Name of Master,三代・マスターの名において
Trichroma Halo,三分光輪
Top-rim Glasses,三日月メガネ・顔飾り
Design for Crescent Glasses,三日月メガネ・顔飾りの設計図
San Ankou (Three Concealed Triplets),三暗刻
San Kantsu (Three Quads),三槓子
Sanshoku Doukou (Triple Triplets),三色同刻
Sanshoku Doujun (Mixed Triple Sequence),三色同順
Tricolor Revelation,三色花の啓示
Triangular Cut Lv.1,三角加工・G1
Triangular Cut Lv.2,三角加工・G2
Triple Thrust,三連突き
Trio Rhapsody,三重ラプソディ
Overlooking Fallen River,上から見たフィエル川
Rotate up,上へ回転
Move the upper part,上半身を動かす
Simple Counter - Bustling,上品なカウンター・喧騒
Simple Counter - Quiet,上品なカウンター・静謐
Gentle Guest,上品な客
Advanced Armor,上級アーマー・ガントレット
Advanced Serum Select Box,上級シロップ選択ボックス
Refined Lance,上級スピア（物理）
Supreme Season Pass,上級パス獲得
Refined Scythe Blade,上級ブレードサイス（物理）
Advanced Module Component,上級モジュール交換パーツ
Refined Glory Ring,上級仙輪（魔法）
Advanced Snatcher I,上級保安官I
Advanced Snatcher II,上級保安官II
Advanced Snatcher III,上級保安官III
Advanced Snatcher IV,上級保安官IV
Advanced Snatcher V,上級保安官V
Journeyman Electric Guitar,上級冒険者のエレキギター（魔法）
Journeyman Gautlets,上級冒険者のグローブ
Journeyman Ranger Facehelm,上級冒険者のフェイスガード
Journeyman Apprentice Hood,上級冒険者のフード
Journeyman Ranger Bracers,上級冒険者のブレイサー
Journeyman Scythe Blade,上級冒険者のブレードサイス（物理）
Journeyman Boots,上級冒険者のブーツ
Journeyman Ranger Combatwear,上級冒険者のレンジャースーツ
Journeyman Ranger High Boots,上級冒険者のレンジャーブーツ
Journeyman Apprentice Robe,上級冒険者のローブ
Exquisite Journeyman Electric Guitar,上級冒険者の上級エレキギター
Exquisite Journeyman Scythe Blade,上級冒険者の上級ブレードサイス
Exquisite Journeyman Spell Ring,上級冒険者の上級仙輪
Journeyman Adventure Bracelet (R),上級冒険者の上級冒険の腕輪-右（物理）
Journeyman Adventure Bracelet (L),上級冒険者の上級冒険の腕輪-左（物理）
Exquisite Journeyman Aegis,上級冒険者の上級剣盾
Exquisite Journeyman Longbow,上級冒険者の上級弓
Exquisite Journeyman Frost Staff,上級冒険者の上級氷の魔杖
Exquisite Journeyman Lance,上級冒険者の上級穿雲槍
Exquisite Journeyman Guard Blade,上級冒険者の上級重戦刃
Journeyman Spell Ring,上級冒険者の仙輪（魔法）
Journeyman Aegis,上級冒険者の剣盾（物理）
Journeyman Feltcap,上級冒険者の帽子
Journeyman Longbow,上級冒険者の弓（物理）
Journeyman Apprentice Gautlets,上級冒険者の手袋
Journeyman Ring,上級冒険者の指輪
Journeyman Apprentice Shoes,上級冒険者の旅靴
Journeyman Tunic,上級冒険者の服
Journeyman Frost Staff,上級冒険者の氷の魔杖（魔法）
Journeyman Lance,上級冒険者の穿雲槍（物理）
Journeyman Green Agate Ring,上級冒険者の緑瑪瑙の指輪
Journeyman Green Agate Earrings,上級冒険者の緑瑪瑙の耳飾り
Journeyman Green Agate Bracelet (R),上級冒険者の緑瑪瑙の腕輪-右
Journeyman Green Agate Bracelet (L),上級冒険者の緑瑪瑙の腕輪-左
Journeyman Green Agate Charm,上級冒険者の緑瑪瑙の護符
Journeyman Green Agate Necklace,上級冒険者の緑瑪瑙の首飾り
Journeyman Earrings,上級冒険者の耳飾り
Journeyman Sapphire Ring,上級冒険者の藍宝石の指輪
Journeyman Sapphire Earrings,上級冒険者の藍宝石の耳飾り
Journeyman Sapphire Bracelet (R),上級冒険者の藍宝石の腕輪-右
Journeyman Sapphire Bracelet (L),上級冒険者の藍宝石の腕輪-左
Journeyman Sapphire Charm,上級冒険者の藍宝石の護符
Journeyman Sapphire Necklace,上級冒険者の藍宝石の首飾り
Journeyman Charm,上級冒険者の護符
Journeyman Hematite Ring,上級冒険者の赤鉄の指輪
Journeyman Hematite Earrings,上級冒険者の赤鉄の耳飾り
Journeyman Hematite Bracelet (R),上級冒険者の赤鉄の腕輪-右
Journeyman Hematite Bracelet (L),上級冒険者の赤鉄の腕輪-左
Journeyman Hematite Charm,上級冒険者の赤鉄の護符
Journeyman Hematite Necklace,上級冒険者の赤鉄の首飾り
Journeyman Guard Blade,上級冒険者の重戦刃（物理）
Journeyman Cast Iron Gautlets,上級冒険者の鋳鉄ガントレット
Journeyman Cast Iron Chestpiece,上級冒険者の鋳鉄キュイラス
Journeyman Cast Iron Battleboots,上級冒険者の鋳鉄バトルブーツ
Journeyman Cast Iron Helmet,上級冒険者の鋳鉄兜
Journeyman Necklace,上級冒険者の首飾り
Refined Aegis,上級剣盾（物理）
Azure Damsel - Supreme,上級加工-アオゾラスズメダイ
Stellar Squirrelfish - Supreme,上級加工-アストラパープル
Rockpea - Supreme,上級加工-クジャクカサゴ
Snowy Bighead - Supreme,上級加工-スノーゴイ
Continental Puffer - Supreme,上級加工-タイリクシマフグ
Hanikon Bighead - Supreme,上級加工-ハニカムゴイ
Regnus Bighead - Supreme,上級加工-レグナスアンコウ
Advanced Alloy Shard,上級合金の欠片
Advanced Random Factor Box,上級因子ランダムボックス
Refined Longbow,上級弓（物理）
Advanced Tactics Guide,上級戦術マニュアル
Advanced Cooking Select Box,上級料理選択ボックス
Advanced Cooking - Select,上級料理選択箱
Refined Frost Staff,上級氷の魔杖（魔法）
Advanced Dreamfloat Crystal Cluster,上級漂夢クラスター
Advanced Random Rhapsody Factor Box,上級狂想因子ランダムボックス
Premium Raw Meat,上級生肉
Premium Raw Meat - Multiple,上級生肉・複数
Senior Researcher,上級研究員
Chief Priest,上級神官
Advanced Materials,上級素材
Advanced Materials - Mystery Box,上級素材・ランダムボックス
Refined Edge,上級重戦刃（物理）
Advanced Bait,上級釣り餌
Soothing Honeydew III,上級錬成：精神安定シロップ
Premium Fish Meat,上級魚肉
Premium Fish Meat - Multiple,上級魚肉・複数
Premium Processed Fish I,上級魚肉加工・入門
Premium Processed Fish II,上級魚肉加工・応用
Light Serum III,上級：光彩のシロップ
Dark Serum III,上級：常闇のシロップ
Wind Serum III,上級：旋風のシロップ
Ice Serum III,上級：氷結のシロップ
Fire Serum III,上級：烈火のシロップ
Healing Aromatic III,上級：癒やしの香料
Healing Aromatic III x5,上級：癒やしの香料（5個）
Soothing Honeydew III x5,上級：精神安定シロップ（5個）
Light Drop III,上級：耐光のトローチ
Rock Drop III,上級：耐岩のトローチ
Forest Drop III,上級：耐森のトローチ
Ice Drop III,上級：耐氷のトローチ
Fire Drop III,上級：耐火のトローチ
Dark Drop III,上級：耐闇のトローチ
Thunder Drop III,上級：耐雷のトローチ
Wind Drop III,上級：耐風のトローチ
Thunder Serum III,上級：雷鳴のシロップ
Rock Serum III,上級：震土のシロップ
Forest Serum III,上級：青ツタのシロップ
Fine Tanned Soft Leather,上質なめしソフトレザー
Fine Tanned Hard Leather,上質なめしハードレザー
Refined Fish Oil,上質魚油
Rotate down,下へ回転
Move the lower part,下半身を動かす
Sewer Energy Network,下水道のエネルギー網
An Omen Unfolds,不吉な予兆
Unbalanced,不均衡
Anxious Scholar,不安げな学者
Anxious Mercenary,不安そうな傭兵
Restless Adventurer,不安な冒険者
Anxious Merchant,不安な商人
Unstable Dimension,不安定な次元
Unstable Space,不安定な空間
Unstable Space - Team Rewards,不安定な空間-マルチプレイ報酬
Unstable Space Loot - Stage 1,不安定な空間の戦利品-ランク1
Unstable Space Loot - Stage 2,不安定な空間の戦利品-ランク2
Unstable Space Loot - Stage 3,不安定な空間の戦利品-ランク4
Unstable Space Loot (Dreambloom I),不安定な空間の補償箱（幻夢・一）
Unstable Space Loot (Dreambloom III),不安定な空間の補償箱（幻夢・三）
Unstable Space Loot (Dreambloom II),不安定な空間の補償箱（幻夢・二）
Unstable - Kanamia Trial,不安定な空間・カナミアの試練
Unstable - Kanamia Tribe,不安定な空間・カナミア族集落
Unstable - Goblin Lair,不安定な空間・ゴブリンの巣窟
Unstable - Tina's Mindrealm,不安定な空間・ティナ・精神領域
Unstable - Rock Serpent Lair,不安定な空間・ロックスネークの巣
Unstable - Devourer Cage,不安定な空間・光亡き牢
Unstable - Towering Ruin,不安定な空間・巨塔の遺跡
Unstable - Dragon Claw Valley,不安定な空間・巨竜の爪痕
Unstable - Illusory Moonveil Wilds,不安定な空間・幻華流月の野
Unstable - Dark Mist Fortress,不安定な空間・暗霧要塞
Unstable - Wraith Shrine,不安定な空間・荒魂の祭殿
Unstable - Depths of Decay,不安定な空間・衰亡の深淵
Unstable - Soundless City,不安定な空間・音無き都
Unstable Space (Epic Gear),不安定な空間（紫品質装備）
Unstable Space Rewards,不安定モード報酬
Unstable: Wraith Shrine,不安定・荒魂の祭殿
Suspicious person,不審者
Unbreaking Might,不屈の勢
Immortal Stance,不屈の構え
I Can Still Heal,不屈の決意
Unyielding Spirit,不屈の闘志
Adamant Will,不屈の闘志・御
Everlasting Shield - Order,不帰の盾・秩序
Complaining Merchant,不平をこぼす商人
Diary of Anger,不平不満の日記
Magic Wrench,不思議なレンチ
Magical Delivery,不思議な宅配便
Mystery Toy Chest,不思議な玩具箱
Magical Creatures,不思議な生き物
Magical Creature - Breezy Boarlet,不思議な生き物ウリボ・ウィンドのドロップ
Magical Creatures VI,不思議な生き物・六
Magical Creature - Loyal Boarlet,不思議な生物「ウリボ・ゴールド」のドロップ
Magical Creature - Lovely Boarlet,不思議な生物「ウリボ・ラブ」のドロップ
Magical Creature - Golden Nappo,不思議な生物「金ナッポ」のドロップ
Magical Creature - Silver Nappo,不思議な生物「銀ナッポ」のドロップ
Magical Creatures I,不思議な生物・一
Magical Creatures III,不思議な生物・三
Magical Creatures II,不思議な生物・二
Magical Creatures V,不思議な生物・五
Magical Creatures IV,不思議な生物・四
Wonder Hall Agent,不思議の館専任スタッフ
Hunt Magical Creatures,不思議生物ハント
House of Wonders,不思議館「エクリプス」
Pact of the Undying (Curse),不朽の契約（呪い）
Immortal Bloom,不朽の開花
Immortal Bloom - Rare,不朽の開花・極
Dissatisfied Salumzahd Merchant,不満そうなサラムザートの商人
Dissatisfied Clerk,不満な事務員
Dissatisfied Official,不満な役人
Unfallen Bastion,不落の城
Unqualified Treasure Hunter,不適格なトレジャーハンター
The World Hears Me I,世界が私の声を聞く・一
The World Hears Me II,世界が私の声を聞く・二
A World Worth Exploring,世界と互いに景色となる
Remember My Name I,世界に轟く名前・一
Remember My Name III,世界に轟く名前・三
Remember My Name II,世界に轟く名前・二
Remember My Name V,世界に轟く名前・五
Remember My Name VI,世界に轟く名前・六
Remember My Name IV,世界に轟く名前・四
World Instruction Manual,世界の取扱説明書
World Dominator,世界の支配者
Memory of the World,世界の記憶
Wandering Tales of the World,世界を旅する物語
Legs Assault Platform,両脚攻略エリア
Proceed to Legs Strategy Area,両足攻略エリア
Queue for Headwear,並んで頭飾りを受け取ろう
A mid-to-close-range weapon enabling Coordinated Attacks.,中/近距離武器、協力攻撃能力を有する。
Medium-sized rock,中くらいの大きさの石
Neutralizing Reaction Catalyst,中和反応触媒
Central District,中央街区
Central Passage,中央通路へ向かう
Middle-aged Woman,中年女性
Middle-aged man,中年男性
Middle-aged Man's Voice,中年男性の声
Kanamia Middle-aged Male,中年男性カナミア族
Main City,中心街の昼夜の光
Return to capital,中心街復活
Fake Skill for Interrupt,中断用の偽スキル
Poisoned,中毒
Hunt Neutral Creatures,中立生物の狩猟
Asterscad - Master,中級加工-アステルコアジ
Astermackere - Master,中級加工-アステルマアジ
Stellar Squirrelfish - Master,中級加工-アストラパープル
Flaming Grouper - Master,中級加工-カエンハタ
Rockpea - Master,中級加工-クジャクカサゴ
Snowy Bighead - Master,中級加工-スノーゴイ
Continental Puffer - Master,中級加工-タイリクシマフグ
Hanikon Bighead - Master,中級加工-ハニカムゴイ
Regnus Bighead - Master,中級加工-レグナスアンコウ
Intermediate Random Factor Box,中級因子ランダムボックス
Intermediate Random Rhapsody Factor Box,中級狂想因子ランダムボックス
Intermediate Materials,中級素材
Soothing Honeydew II,中級錬成：精神安定シロップ
Light Serum II,中級：光彩のシロップ
Dark Serum II,中級：常闇のシロップ
Wind Serum II,中級：旋風のシロップ
Ice Serum II,中級：氷結のシロップ
Fire Serum II,中級：烈火のシロップ
Healing Aromatic II,中級：癒やしの香料
Healing Aromatic II x5,中級：癒やしの香料（5個）
Light Drop II,中級：耐光のトローチ
Rock Drop II,中級：耐岩のトローチ
Forest Drop II,中級：耐森のトローチ
Ice Drop II,中級：耐氷のトローチ
Fire Drop II,中級：耐火のトローチ
Dark Drop II,中級：耐闇のトローチ
Thunder Drop II,中級：耐雷のトローチ
Wind Drop II,中級：耐風のトローチ
Thunder Serum II,中級：雷鳴のシロップ
Rock Serum II,中級：震土のシロップ
Forest Serum II,中級：青ツタのシロップ
Wooden Triangle Board,丸太の三角棚板
Round Log Column,丸太の円柱
Wooden Square Column (Short),丸太の四角い柱（短）
Wooden Storage Boards,丸太の棚板
Wooden Storage Boards (Short),丸太の棚板（短）
Wooden Short Rack,丸太の短い棚
Wooden Long Rack,丸太の長い棚
Exquisite Perfectionist,丹念の追求
Protagonist Slot of Fate,主人公
Ride,乗る
Ship Ticket or Intellect,乗船券か情報か
Kyuushu Kyuuhai (Abortive Draw on Nine Different Terminals/Honors),九種九牌
Chuuren Poutou (Nine Gates),九蓮宝燈
Chaotic Variations,乱れた変奏曲
Messy Fur,乱れた毛髪
Messy Footprints,乱れた足跡
Confused footprints?,乱れた足跡？
Chaotic Thunder,乱れ雷
Irritable Voice,乱暴な声
Sakura Maelstrom,乱桜矢
Sakura Maelstrom - Floral Hailstorm,乱桜矢・桜花矢
Flurry,乱舞
Skyward Spec,乱風型
Cheers,乾杯
Turtle Sprint,亀ダッシュ
Rift Purge,亀裂に入る
Open Rift,亀裂を開く
Prophetic White Cat,予知の白猫
Reservation Card,予約札
Pre-Ordered,予約済み
Revelation,予言
Clerk Torre,事務員トーレ
Two-person Mount,二人乗り
Dual Wielding,二刀流
Tread upon the heavy land,二度と思い出したくない重苦しい場所へ
Antinomy,二律背反
Secondary Amp,二段増幅
Two-Stage Basic Attack (Hero Dungeon),二段通常攻撃-ヒロイックダンジョン
Ryanpeikou (Twice Pure Double Sequence),二盃口
Sharp Double Arrow I,二連矢［強化］
Dual,二重
Pulse Duality,二重波動
Double Infusion,二重注入
Double Inferno,二重烈焔
Five Treasures-4,五彩-4
Five Treasures-5,五彩-5
Five-Pointed Sta,五芒星・耳飾り
Investigate,井戸を調査
The End of the Demi-Humans,亜人の最期
Demi-human Observer,亜人ウォッチャー
Demi-Human Duel,亜人対決
Demi-Human Q&A,亜人生態クイズ
Demi-Human Researcher,亜人研究員
Zinc Ore,亜鉛鉱石
Flax,亜麻
Soul of the Dead,亡者の魂
Free the Undead,亡霊を解放する
Undead Revival,亡霊反魂
Curved Lines,交わる流線
Trade Navigator,交易ナビゲーター
Warrior stationed at Trading Center,交易拠点を守る勇士
The Shadows of Asterleeds,交易都市アステルリーズの闇
Shift Schedule,交替時間表
Set negotiation failure,交渉失敗に設定
Set negotiation victory,交渉成功に設定
Negotiate,交渉開始
Dream & Shadow,交錯する夢と影
Interwoven Testimony,交錯する証人
What a Crowd!,人がいっぱい…
The Ties That Bind,人と人を繋ぐ線
Good Samaritan,人助けが好き
A Rescue Plan,人命救助計画
Popularity,人気度
Networking Expert,人脈開拓専門家
Human Ice Block,人間の氷塊
Make Friends! Now!,今こそフレンド募集！
Nice Hiding,今回はうまく隠れた
Annual Quest Completion Report for Pioneers,今年度の冒険者任務達成率に関する統計報告書
Annual Quest Completion Report for Adventurers,今年度の冒険者任務達成率統計報告書
This Drop Is the One! (Probably),今度こそ！
Claim Today's Candy,今日のキャンディを受け取る
Today's Menu,今日のメニュー
Today's Special Sale,今日の特売
Still Not Satisfied Today,今日はまだ遊び足りない
Processing with Pep!,今日も元気に・加工作業
Gathering with Gusto!,今日も元気に・採取作業
Mining with Mojo!,今日も元気に・採掘作業
Quarry with Spirit!,今日も元気に・採石作業
"Come Plant Flowers Today, Too",今日も花を植えに来てね
"Can You Come Plant Flowers Today, Too?",今日も花を植えに来られる？
Inked Today I,今朝の筆運び・其の一
Inked Today II,今朝の筆運び・其の二
Extreme Weekly Reward Unclaimed Reissue,今週の極限空間報酬再配布
Unsuccessful Corps Member,仕事が不調な兵団メンバー
Work Schedule,仕事の計画
Purchase Invoice,仕入伝票
Brief Nap,仕切り・うたた寝
Cold Color,仕切り・寒色系
Twilight,仕切り・日暮れの縦横
Leafscape,仕切り・枯葉の影
Time Brick,仕切り・歳月の記録
Rustic,仕切り・粗い灰色レンガの内壁
Coffee,仕切り・苦いコーヒー
Moss,仕切り・軒先のこけ
Weathered,仕切り・雨上がり
Partition,仕切り壁
Partition Wallpaper,仕切り壁の壁紙
Tailor,仕立屋
Tailor's Hat,仕立屋の帽子・頭飾り
Other Players' pet overhead info,他プレイヤーのアテンドイマジンの頭上情報
Other players' overhead info,他プレイヤーの頭上情報
Other players' sound effects,他人のサウンド
Please Date Me!,付き合ってください！
Defeat nearby monsters,付近のモンスターを掃討する
Eliminate the Nearby Demi-Human Threat,付近の亜人の脅威を取り除く
Masked Nappo,仮面ナッポ
Catch the Poachers with Your Companions,仲間たちと共に密猟者を捕まえる
Summon Companion,仲間召喚
Show Off,任せて
I've got this! I,任せて！・一
I've Got This! III,任せて！・三
I've Got This! II,任せて！・二
Sergeant on Duty,任務中の軍曹
Resting Trooper,休憩中の兵士
Casual Fisherman Hat,休日の釣り人の帽子・頭飾り
Design for Casual Fisherman Hat,休日の釣り人の帽子・頭飾りの設計図
The Unseen Chronicler,会えない記録員
Membership Level Management,会員レベル管理
Crit,会心
Crit Regen,会心HP回復
Light's Crit,会心の光
Crit Scale,会心の天秤
Crit Storm,会心の嵐
Gift of Crit,会心の恵み
Crit Bonus,会心アップ
Summon Crit Orb,会心オーブ召喚
