source,target
守序者·时装礼盒,秩序を守る者・衣装ボックス
放学后的冒险·时装礼盒,放課後の冒険・衣装ボックス
时尚臻选·时装2选1,オシャレセレクト・衣装（2択）
时装商店推出的精选套装礼盒，为注重风格的你准备的高品质之选。,衣装ショップ厳選のセットボックス。スタイルにこだわるあなたへ贈る上質な装い。
幻夜协奏·套装礼盒,幻夜の協奏曲・セットボックス
风格特派·时装8选1,スタイル特選・衣装（8択）
职业时装主题的专属礼盒，展现独属于你的身份与气质。,クラス衣装をテーマにした専用ギフトボックス。あなたの個性と風格を引き立てる。
惊喜家具礼包,サプライズ家具パック
打开后可以获取海量特色家具。,開けると大量の家具を獲得できる。
精炼材料自选礼包,精練素材セレクトパック
打开后能够在星炼结晶·等级1*10、布里机械片*20、神秘金属*125、辉耀石*125、精锻石*125中自选一类获得。,開けると星錬結晶G1×10、ブーリーの機械片×20、謎の金属×125、輝光石×125、精練石×125から1つを選んで入手できる。
幻想材料自选礼包,イマジン素材セレクトパック
打开后能够在奥义意志·碎片*15和S1~S2顶级材料·任选礼盒*1中任选一个获得。,開けると奥義ウィル・欠片×15とS1～S2の最上級素材・選択ボックス×1から1つを選んで入手できる。
异世界金喵大礼盒·其一,異世界ゴールドニャル大ボックス・其の一
打开后可获得60张异世界金喵券·其一。收集后可以在异世界商店中兑换限定赏品。,開けると異世界ゴールドニャル券・其の一を60枚獲得できる。集めると異世界ショップで限定賞品と交換できる。
卢诺（绑定）小礼袋,ルーノ（バインド）の小袋
这是一个装有100卢诺（绑定）的礼袋。,100ルーノ（バインド）が入った袋。
迷你立牌·家具盲盒,ミニスタンド・家具ランダムボックス
这是一个装有立牌周边的盲盒，打开后可随机获得一款限定迷你立牌家具。,スタンドグッズが入ったランダムボックス。開けるとランダムで限定ミニスタンド家具を1つ獲得できる。
海报·家具盲盒,ポスター・家具ランダムボックス
这是一个装有海报周边的盲盒，打开后可随机获得一款限定海报家具。,ポスターグッズが入ったランダムボックス。開けるとランダムで限定ポスター家具を1つ獲得できる。
徽章·家具盲盒,メダル[家具ランダムボックス]
这是一个装有徽章周边的盲盒，打开后可随机获得一款限定徽章家具。,メダルグッズが入ったランダムボックス。開けるとランダムで限定メダル家具を1つ獲得できる。
异世界金喵大礼盒·其二,異世界ゴールドニャル大ボックス・其の2
打开后可获得60张异世界金喵券·其二。收集后可以在异世界商店中兑换限定赏品。,開けると、異世界ゴールドニャル券・其の2を60枚獲得可能。異世界ショップで限定賞品と交換ができる。
物语系列·迷你立牌盲盒,〈物語〉シリーズ・ミニスタンドボックス
这是一个装有立牌周边的“物语系列”盲盒，打开后可随机获得一款限定迷你立牌家具。,『〈物語〉シリーズ』のミニスタンドが入ったボックス。開けるとランダムな限定ミニスタンドを獲得可能。
物语系列·海报盲盒,〈物語〉シリーズ・ポスターボックス
这是一个装有海报周边的“物语系列”盲盒，打开后可随机获得一款限定海报家具。,『〈物語〉シリーズ』のポスターが入ったボックス。開けるとランダムな限定ポスターを獲得可能。
物语系列·徽章盲盒,〈物語〉シリーズ・メダルボックス
这是一个装有徽章周边的“物语系列”盲盒，打开后可随机获得一款限定徽章家具。,『〈物語〉シリーズ』のメダルが入ったボックス。開けるとランダムなメダル（家具）を獲得可能。
异世界金喵大礼盒·其三,異世界ゴールドニャル大ボックス・其の三
打开后可获得一定数量的异世界金喵券·其三。收集后可以在异世界商店中兑换限定商品。,開けると一定数の異世界ゴールドニャル券・其の三が手に入る。集めると異世界ショップで限定賞品と交換できる。
异世奇遇礼盒·炽,異世界奇遇ボックス・焔
封存着一次命运交汇的选择。开启后，可在意志·纳兹*1、意志·露西*1、异世奇遇之心·炽*4中做出抉择。,運命が交差したひとつの選択を封じ込めたもの。開けると、ウィル・ナツ・ドラグニル×1、ウィル・ルーシィ・ハートフィリア×1、異世界奇遇の心・焔×4から選択できる。
妖精的尾巴·幻想仿形自选,FAIRY TAIL・トライアルカード（選択）
打开后可以在纳兹·战斗幻想仿形卡、露西·战斗幻想仿形卡中自选一个获得。,開けると、「ナツ・トライアルカード」、「ルーシィ・トライアルカード」の中から選んで1つ獲得できる。
40装等金色武器,金品質武器（装備Lv.40）
打开可以随机获得符合当前职业的40装等金色武器。,開けると、現在のクラスに適した金品質武器（装備Lv.40）をランダムで獲得できる。
40装等金色头盔,金品質ヘルム（装備Lv.40）
打开可以随机获得符合当前职业的40装等金色头盔。,開けると、現在のクラスに適した金品質ヘルム（装備Lv.40）をランダムで獲得できる。
40装等金色护甲,金品質胴部（装備Lv.40）
打开可以随机获得符合当前职业的40装等金色护甲。,開けると、現在のクラスに適した金品質胴部（装備Lv.40）をランダムで獲得できる。
40装等金色护手,金品質腕部（装備Lv.40）
打开可以随机获得符合当前职业的40装等金色护手。,開けると、現在のクラスに適した金品質腕部（装備Lv.40）をランダムで獲得できる。
40装等金色鞋子,金品質靴（装備Lv.40）
打开可以随机获得符合当前职业的40装等金色鞋子。,開けると、現在のクラスに適した金品質靴（装備Lv.40）をランダムで獲得できる。
40装等金色耳坠,金品質耳飾り（装備Lv.40）
打开可以随机获得符合当前职业的40装等金色耳坠。,開けると、現在のクラスに適した金品質耳飾り（装備Lv.40）をランダムで獲得できる。
40装等金色项链,金品質首飾り（装備Lv.40）
打开可以随机获得符合当前职业的40装等金色项链。,開けると、現在のクラスに適した金品質首飾り（装備Lv.40）をランダムで獲得できる。
40装等金色戒指,金品質指輪（装備Lv.40）
打开可以随机获得符合当前职业的40装等金色戒指。,開けると、現在のクラスに適した金品質指輪（装備Lv.40）をランダムで獲得できる。
40装等金色左手环,金品質腕輪（装備Lv.40）-左
打开可以随机获得符合当前职业的40装等金色左手环。,開けると、現在のクラスに適した金品質腕輪（装備Lv.40）-左をランダムで獲得できる。
40装等金色右手环,金品質腕輪（装備Lv.40）-右
打开可以随机获得符合当前职业的40装等金色右手环。,開けると、現在のクラスに適した金品質腕輪（装備Lv.40）-右をランダムで獲得できる。
40装等金色护符,金品質護符（装備Lv.40）
打开可以随机获得符合当前职业的40装等金色护符。,開けると、現在のクラスに適した金品質護符（装備Lv.40）をランダムで獲得できる。
60装等金色武器,金品質武器（装備Lv.60）
打开可以随机获得符合当前职业的60装等金色武器。,開けると、現在のクラスに適した金品質武器（装備Lv.60）をランダムで獲得できる。
60装等金色头盔,金品質ヘルム（装備Lv.60）
打开可以随机获得符合当前职业的60装等金色头盔。,開けると、現在のクラスに適した金品質ヘルム（装備Lv.60）をランダムで獲得できる。
60装等金色护甲,金品質胴部（装備Lv.60）
打开可以随机获得符合当前职业的60装等金色护甲。,開けると、現在のクラスに適した金品質胴部（装備Lv.60）をランダムで獲得できる。
60装等金色护手,金品質腕部（装備Lv.60）
打开可以随机获得符合当前职业的60装等金色护手。,開けると、現在のクラスに適した金品質腕部（装備Lv.60）をランダムで獲得できる。
60装等金色鞋子,金品質靴（装備Lv.60）
打开可以随机获得符合当前职业的60装等金色鞋子。,開けると、現在のクラスに適した金品質靴（装備Lv.60）をランダムで獲得できる。
60装等金色耳坠,金品質耳飾り（装備Lv.60）
打开可以随机获得符合当前职业的60装等金色耳坠。,開けると、現在のクラスに適した金品質耳飾り（装備Lv.60）をランダムで獲得できる。
60装等金色项链,金品質首飾り（装備Lv.60）
打开可以随机获得符合当前职业的60装等金色项链。,開けると、現在のクラスに適した金品質首飾り（装備Lv.60）をランダムで獲得できる。
60装等金色戒指,金品質指輪（装備Lv.60）
打开可以随机获得符合当前职业的60装等金色戒指。,開けると、現在のクラスに適した金品質指輪（装備Lv.60）をランダムで獲得できる。
60装等金色左手环,金品質腕輪（装備Lv.60）-左
打开可以随机获得符合当前职业的60装等金色左手环。,開けると、現在のクラスに適した金品質腕輪（装備Lv.60）-左をランダムで獲得できる。
60装等金色右手环,金品質腕輪（装備Lv.60）-右
打开可以随机获得符合当前职业的60装等金色右手环。,開けると、現在のクラスに適した金品質腕輪（装備Lv.60）-右をランダムで獲得できる。
60装等金色护符,金品質護符（装備Lv.60）
打开可以随机获得符合当前职业的60装等金色护符。,開けると、現在のクラスに適した金品質護符（装備Lv.60）をランダムで獲得できる。
60装等金色随机装备箱,金品質装備（装備Lv.60）のランダム箱
打开可以随机获得符合当前职业的60装等随机部位金色装备。,開けると、現在のクラスに適した金品質装備（装備Lv.60）のランダムな部位が手に入る。
80装等金色武器,金品質武器（装備Lv.80）
打开可以随机获得符合当前职业的80装等金色武器。,開けると、現在のクラスに適した金品質武器（装備Lv.80）をランダムで獲得できる。
80装等金色头盔,金品質ヘルム（装備Lv.80）
打开可以随机获得符合当前职业的80装等金色头盔。,開けると、現在のクラスに適した金品質ヘルム（装備Lv.80）をランダムで獲得できる。
80装等金色护甲,金品質胴部（装備Lv.80）
打开可以随机获得符合当前职业的80装等金色护甲。,開けると、現在のクラスに適した金品質胴部（装備Lv.80）をランダムで獲得できる。
80装等金色护手,金品質腕部（装備Lv.80）
打开可以随机获得符合当前职业的80装等金色护手。,開けると、現在のクラスに適した金品質腕部（装備Lv.80）をランダムで獲得できる。
80装等金色鞋子,金品質靴（装備Lv.80）
打开可以随机获得符合当前职业的80装等金色鞋子。,開けると、現在のクラスに適した金品質靴（装備Lv.80）をランダムで獲得できる。
80装等金色耳坠,金品質耳飾り（装備Lv.80）
打开可以随机获得符合当前职业的80装等金色耳坠。,開けると、現在のクラスに適した金品質耳飾り（装備Lv.80）をランダムで獲得できる。
80装等金色项链,金品質首飾り（装備Lv.80）
打开可以随机获得符合当前职业的80装等金色项链。,開けると、現在のクラスに適した金品質首飾り（装備Lv.80）をランダムで獲得できる。
80装等金色戒指,金品質指輪（装備Lv.80）
打开可以随机获得符合当前职业的80装等金色戒指。,開けると、現在のクラスに適した金品質指輪（装備Lv.80）をランダムで獲得できる。
80装等金色左手环,金品質腕輪（装備Lv.80）-左
打开可以随机获得符合当前职业的80装等金色左手环。,開けると、現在のクラスに適した金品質腕輪（装備Lv.80）-左をランダムで獲得できる。
80装等金色右手环,金品質腕輪（装備Lv.80）-右
打开可以随机获得符合当前职业的80装等金色右手环。,開けると、現在のクラスに適した金品質腕輪（装備Lv.80）-右をランダムで獲得できる。
80装等金色护符,金品質護符（装備Lv.80）
打开可以随机获得符合当前职业的80装等金色护符。,開けると、現在のクラスに適した金品質護符（装備Lv.80）をランダムで獲得できる。
80装等金色随机装备箱,金品質装備（装備Lv.80）のランダム箱
打开可以随机获得符合当前职业的80装等随机部位金色装备。,開けると、現在のクラスに適した金品質装備（装備Lv.80）のランダムな部位が手に入る。
蒂娜精神之界随机装备,ティナ精神領域ランダム装備
打开可以随机获得一件符合当前职业的困难蒂娜精神之界掉落的金色装备,開けると、ティナの精神領域（ハード）でドロップする金品質の装備（現在のクラスに適したもの）をランダムで1個獲得できる
打开可以随机获得一件符合当前职业的大师1层蒂娜精神之界掉落的金色装备,開けると、ティナの精神領域（マスター1層）でドロップする金品質の装備（現在のクラスに適したもの）をランダムで1個獲得できる
打开可以随机获得一件符合当前职业的大师6层蒂娜精神之界掉落的金色装备,開けると、ティナの精神領域（マスター6層）でドロップする金品質の装備（現在のクラスに適したもの）をランダムで1個獲得できる
巨塔遗迹随机装备,巨塔の遺跡ランダム装備
打开可以随机获得一件符合当前职业的困难巨塔遗迹掉落的金色装备,開けると、巨塔の遺跡（ハード）でドロップする金品質の装備（現在のクラスに適したもの）をランダムで1個獲得できる
打开可以随机获得一件符合当前职业的大师1层巨塔遗迹掉落的金色装备,開けると、巨塔の遺跡（マスター1層）でドロップする金品質の装備（現在のクラスに適したもの）をランダムで1個獲得できる
打开可以随机获得一件符合当前职业的大师6层巨塔遗迹掉落的金色装备,開けると、巨塔の遺跡（マスター6層）でドロップする金品質の装備（現在のクラスに適したもの）をランダムで1個獲得できる
巨龙爪痕随机装备,巨竜の爪痕ランダム装備
打开可以随机获得一件符合当前职业的困难巨龙爪痕掉落的金色装备,開けると、巨竜の爪痕（ハード）でドロップする金品質の装備（現在のクラスに適したもの）をランダムで1個獲得できる
打开可以随机获得一件符合当前职业的大师1层巨龙爪痕掉落的金色装备,開けると、巨竜の爪痕（マスター1層）でドロップする金品質の装備（現在のクラスに適したもの）をランダムで1個獲得できる
打开可以随机获得一件符合当前职业的大师6层巨龙爪痕掉落的金色装备,開けると、巨竜の爪痕（マスター6層）でドロップする金品質の装備（現在のクラスに適したもの）をランダムで1個獲得できる
黯影堡垒随机装备,暗霧要塞ランダム装備
打开可以随机获得一件符合当前职业的困难黯影堡垒掉落的金色装备,開けると、暗霧要塞（ハード）でドロップする金品質の装備（現在のクラスに適したもの）をランダムで1個獲得できる
打开可以随机获得一件符合当前职业的大师1层黯影堡垒掉落的金色装备,開けると、暗霧要塞（マスター1層）でドロップする金品質の装備（現在のクラスに適したもの）をランダムで1個獲得できる
打开可以随机获得一件符合当前职业的大师6层黯影堡垒掉落的金色装备,開けると、暗霧要塞（マスター6層）でドロップする金品質の装備（現在のクラスに適したもの）をランダムで1個獲得できる
哥布林巢穴随机装备,ゴブリンの巣窟ランダム装備
打开可以随机获得一件符合当前职业的困难哥布林巢穴掉落的金色装备,開けると、ゴブリンの巣窟（ハード）でドロップする金品質の装備（現在のクラスに適したもの）をランダムで1個獲得できる
打开可以随机获得一件符合当前职业的大师1层哥布林巢穴掉落的金色装备,開けると、ゴブリンの巣窟（マスター1層）でドロップする金品質の装備（現在のクラスに適したもの）をランダムで1個獲得できる
打开可以随机获得一件符合当前职业的大师6层哥布林巢穴掉落的金色装备,開けると、ゴブリンの巣窟（マスター6層）でドロップする金品質の装備（現在のクラスに適したもの）をランダムで1個獲得できる
卡尼曼试炼随机装备,カナミアの試練ランダム装備
打开可以随机获得一件符合当前职业的困难卡尼曼试炼掉落的金色装备,開けると、カナミアの試練（ハード）でドロップする金品質の装備（現在のクラスに適したもの）をランダムで1個獲得できる
打开可以随机获得一件符合当前职业的大师1层卡尼曼试炼掉落的金色装备,開けると、カナミアの試練（マスター1層）でドロップする金品質の装備（現在のクラスに適したもの）をランダムで1個獲得できる
打开可以随机获得一件符合当前职业的大师6层卡尼曼试炼掉落的金色装备,開けると、カナミアの試練（マスター6層）でドロップする金品質の装備（現在のクラスに適したもの）をランダムで1個獲得できる
蒂娜精神之界首通奖励Ⅰ,ティナ精神領域・初回クリア報酬Ⅰ
困难蒂娜精神之界首通奖励。打开后可选择获得一件40装等金色头盔或项链。,ティナの精神領域（ハード）の初クリア報酬。開けると、金品質のヘルムまたは首飾り（装備Lv.40）を1個選んで獲得できる。
蒂娜精神之界灾厄奖励Ⅰ,ティナ精神領域災厄報酬Ⅰ
困难蒂娜精神之界灾厄之主奖励。打开后可选择获得一件40装等金色头盔、项链或随机部位装备。,ティナの精神領域（ハード）の災厄の主報酬。開けると、金品質のヘルム、首飾り、またはランダムな部位の装備（装備Lv.40）を1個選んで獲得できる。
蒂娜精神之界首通奖励Ⅱ,ティナ精神領域・初回クリア報酬Ⅱ
大师1层蒂娜精神之界首通奖励。打开后可选择获得一件60装等金色头盔或项链。,ティナの精神領域（マスター1）の初クリア報酬。開けると、金品質のヘルムまたは首飾り（装備Lv.60）を1個選んで獲得できる。
蒂娜精神之界灾厄奖励Ⅱ,ティナ精神領域災厄報酬Ⅱ
大师1层蒂娜精神之界灾厄之主奖励。打开后可选择获得一件60装等金色头盔、项链或随机部位装备。,ティナの精神領域（マスター1）の災厄の主報酬。開けると、金品質のヘルム、首飾り、またはランダムな部位の装備（装備Lv.60）を1個選んで獲得できる。
蒂娜精神之界首通奖励Ⅲ,ティナ精神領域・初回クリア報酬Ⅲ
大师6层蒂娜精神之界首通奖励。打开后可选择获得一件80装等金色头盔或项链。,ティナの精神領域（マスター6）の初クリア報酬。開けると、金品質のヘルムまたは首飾り（装備Lv.80）を1個選んで獲得できる。
蒂娜精神之界灾厄奖励Ⅲ,ティナ精神界災厄報酬Ⅲ
大师6层蒂娜精神之界灾厄之主奖励。打开后可选择获得一件80装等金色头盔、项链或随机部位装备。,ティナの精神領域（マスター6）の災厄の主報酬。開けると、金品質のヘルム、首飾り、またはランダムな部位の装備（装備Lv.80）を1個選んで獲得できる。
巨塔遗迹首通奖励Ⅰ,巨塔の遺跡初クリア報酬Ⅰ
困难巨塔遗迹首通奖励。打开后可选择获得一件40装等金色护甲或戒指。,巨塔の遺跡（ハード）の初クリア報酬。開けると、金品質の鎧または指輪（装備Lv.40）を1個選んで獲得できる。
巨塔遗迹灾厄奖励Ⅰ,巨塔の遺跡 災厄報酬Ⅰ
困难巨塔遗迹灾厄之主奖励。打开后可选择获得一件40装等金色护甲、戒指或随机部位装备。,巨塔の遺跡（ハード）の災厄の主報酬。開けると、金品質の鎧、指輪、またはランダムな部位の装備（装備Lv.40）を1個選んで獲得できる。
巨塔遗迹首通奖励Ⅱ,巨塔の遺跡初クリア報酬Ⅱ
大师1层巨塔遗迹首通奖励。打开后可选择获得一件60装等金色护甲或戒指。,巨塔の遺跡（マスター1層）の初クリア報酬。開けると、金品質の鎧または指輪（装備Lv.60）を1個選んで獲得できる。
巨塔遗迹灾厄奖励Ⅱ,巨塔の遺跡 災厄報酬Ⅱ
大师1层巨塔遗迹灾厄之主奖励。打开后可选择获得一件60装等金色护甲、戒指或随机部位装备。,巨塔の遺跡（マスター1層）の災厄の主報酬。開けると、金品質の鎧、指輪、またはランダムな部位の装備（装備Lv.60）を1個選んで獲得できる。
巨塔遗迹首通奖励Ⅲ,巨塔の遺跡初回クリア報酬Ⅲ
大师6层巨塔遗迹首通奖励。打开后可选择获得一件80装等金色护甲或戒指。,巨塔の遺跡（マスター6層）の初クリア報酬。開けると、金品質の鎧または指輪（装備Lv.80）を1個選んで獲得できる。
巨塔遗迹灾厄奖励Ⅲ,巨塔の遺跡 災厄報酬Ⅲ
大师6层巨塔遗迹灾厄之主奖励。打开后可选择获得一件80装等金色护甲、戒指或随机部位装备。,巨塔の遺跡（マスター6層）の災厄の主報酬。開けると、金品質の鎧、指輪、またはランダムな部位の装備（装備Lv.80）を1個選んで獲得できる。
巨龙爪痕首通奖励Ⅰ,巨竜の爪痕初回クリア報酬Ⅰ
困难巨龙爪痕首通奖励。打开后可选择获得一件40装等金色左手环或右手环。,巨竜の爪痕（ハード）の初クリア報酬。開けると、金品質の腕輪-左または腕輪-右（装備Lv.40）を1個選んで獲得できる。
巨龙爪痕灾厄奖励Ⅰ,巨竜の爪痕災厄報酬Ⅰ
困难巨龙爪痕灾厄之主奖励。打开后可选择获得一件40装等金色左手环、右手环或随机部位装备。,巨竜の爪痕（ハード）の災厄の主報酬。開けると、金品質の腕輪-左、腕輪-右、またはランダムな部位の装備（装備Lv.40）を1個選んで獲得できる。
巨龙爪痕首通奖励Ⅱ,巨竜の爪痕初回クリア報酬Ⅱ
大师1层巨龙爪痕首通奖励。打开后可选择获得一件60装等金色左手环或右手环。,巨竜の爪痕（マスター1層）の初クリア報酬。開けると、金品質の腕輪-左または腕輪-右（装備Lv.60）を1個選んで獲得できる。
巨龙爪痕灾厄奖励Ⅱ,巨竜の爪痕災厄報酬Ⅱ
大师1层巨龙爪痕灾厄之主奖励。打开后可选择获得一件60装等金色左手环、右手环或随机部位装备。,巨竜の爪痕（マスター1層）の災厄の主報酬。開けると、金品質の腕輪-左、腕輪-右、またはランダムな部位の装備（装備Lv.60）を1個選んで獲得できる。
巨龙爪痕首通奖励Ⅲ,巨竜の爪痕初回クリア報酬Ⅲ
大师6层巨龙爪痕首通奖励。打开后可选择获得一件80装等金色左手环或右手环。,巨竜の爪痕（マスター6層）の初クリア報酬。開けると、金品質の腕輪-左または腕輪-右（装備Lv.80）を1個選んで獲得できる。
巨龙爪痕灾厄奖励Ⅲ,巨竜の爪痕災厄報酬Ⅲ
大师6层巨龙爪痕灾厄之主奖励。打开后可选择获得一件80装等金色左手环、右手环或随机部位装备。,巨竜の爪痕（マスター6層）の災厄の主報酬。開けると、金品質の腕輪-左、腕輪-右、またはランダムな部位の装備（装備Lv.80）を1個選んで獲得できる。
黯影堡垒首通奖励Ⅰ,暗霧要塞初クリア報酬Ⅰ
困难黯影堡垒首通奖励。打开后可选择获得一件40装等金色武器。,暗霧要塞（ハード）の初クリア報酬。開けると、金品質武器（装備Lv.40）を1個選んで獲得できる。
黯影堡垒灾厄奖励Ⅰ,暗霧要塞災厄報酬Ⅰ
困难黯影堡垒灾厄之主奖励。打开后可选择获得一件40装等金色武器或随机部位装备。,暗霧要塞（ハード）の災厄の主報酬。開けると、金品質武器、またはランダムな部位の装備（装備Lv.40）を1個選んで獲得できる。
黯影堡垒首通奖励Ⅱ,暗霧要塞初クリア報酬Ⅱ
大师1层黯影堡垒首通奖励。打开后可选择获得一件60装等金色武器。,暗霧要塞（マスター1層）の初クリア報酬。開けると、金品質武器（装備Lv.60）を1個選んで獲得できる。
黯影堡垒灾厄奖励Ⅱ,暗霧要塞災厄報酬Ⅱ
大师1层黯影堡垒灾厄之主奖励。打开后可选择获得一件60装等金色武器或随机部位装备。,暗霧要塞（マスター1層）の災厄の主報酬。開けると、金品質武器、またはランダムな部位の装備（装備Lv.60）を1個選んで獲得できる。
黯影堡垒首通奖励Ⅲ,暗霧要塞初クリア報酬Ⅲ
大师6层黯影堡垒首通奖励。打开后可选择获得一件80装等金色武器。,暗霧要塞（マスター6層）の初クリア報酬。開けると、金品質武器（装備Lv.80）を1個選んで獲得できる。
黯影堡垒灾厄奖励Ⅲ,暗霧要塞災厄報酬Ⅲ
大师6层黯影堡垒灾厄之主奖励。打开后可选择获得一件80装等金色武器或随机部位装备。,暗霧要塞（マスター6層）の災厄の主報酬。開けると、金品質武器、またはランダムな部位の装備（装備Lv.80）を1個選んで獲得できる。
哥布林巢穴首通奖励Ⅰ,ゴブリンの巣穴初回クリア報酬Ⅰ
困难哥布林巢穴首通奖励。打开后可选择获得一件40装等金色护手或耳坠。,ゴブリンの巣窟（ハード）の初クリア報酬。開けると、金品質のガントレットまたは耳飾り（装備Lv.40）を1個選んで獲得できる。
哥布林巢穴灾厄奖励Ⅰ,ゴブリンの巣窟 災厄報酬Ⅰ
困难哥布林巢穴灾厄之主奖励。打开后可选择获得一件40装等金色护手、耳坠或随机部位装备。,ゴブリンの巣窟（ハード）の災厄の主報酬。開けると、金品質のガントレット、耳飾り、またはランダムな部位の装備（装備Lv.40）を1個選んで獲得できる。
哥布林巢穴首通奖励Ⅱ,ゴブリンの巣穴初回クリア報酬Ⅱ
大师1层哥布林巢穴首通奖励。打开后可选择获得一件60装等金色护手或耳坠。,ゴブリンの巣窟（マスター1層）の初クリア報酬。開けると、金品質のガントレットまたは耳飾り（装備Lv.60）を1個選んで獲得できる。
哥布林巢穴灾厄奖励Ⅱ,ゴブリンの巣災厄報酬Ⅱ
大师1层哥布林巢穴灾厄之主奖励。打开后可选择获得一件60装等金色护手、耳坠或随机部位装备。,ゴブリンの巣窟（マスター1層）の災厄の主報酬。開けると、金品質のガントレット、耳飾り、またはランダムな部位の装備（装備Lv.60）を1個選んで獲得できる。
哥布林巢穴首通奖励Ⅲ,ゴブリンの巣穴初回クリア報酬Ⅲ
大师6层哥布林巢穴首通奖励。打开后可选择获得一件80装等金色护手或耳坠。,ゴブリンの巣窟（マスター6層）の初クリア報酬。開けると、金品質のガントレットまたは耳飾り（装備Lv.80）を1個選んで獲得できる。
哥布林巢穴灾厄奖励Ⅲ,ゴブリンの巣窟 災厄報酬Ⅲ
大师6层哥布林巢穴灾厄之主奖励。打开后可选择获得一件80装等金色护手、耳坠或随机部位装备。,ゴブリンの巣窟（マスター6層）の災厄の主報酬。開けると、金品質のガントレット、耳飾り、またはランダムな部位の装備（装備Lv.80）を1個選んで獲得できる。
卡尼曼试炼首通奖励Ⅰ,カナミアの試練初クリア報酬Ⅰ
困难卡尼曼试炼首通奖励。打开后可选择获得一件40装等金色鞋子或护符。,カナミアの試練（ハード）の初クリア報酬。開けると、金品質の靴または護符（装備Lv.40）を1個選んで獲得できる。
卡尼曼试炼灾厄奖励Ⅰ,カナミアの試練災厄報酬Ⅰ
困难卡尼曼试炼灾厄之主奖励。打开后可选择获得一件40装等金色鞋子、护符或随机部位装备。,カナミアの試練（ハード）の災厄の主報酬。開けると、金品質の脚部、護符、またはランダムな部位の装備（装備Lv.40）を1個選んで獲得できる。
卡尼曼试炼首通奖励Ⅱ,カナミアの試練初クリア報酬Ⅱ
大师1层卡尼曼试炼首通奖励。打开后可选择获得一件60装等金色鞋子或护符。,カナミアの試練（マスター1層）の初クリア報酬。開けると、金品質の脚部または護符（装備Lv.60）を1個選んで獲得できる。
卡尼曼试炼灾厄奖励Ⅱ,カナミアの試練災厄報酬Ⅱ
大师1层卡尼曼试炼灾厄之主奖励。打开后可选择获得一件60装等金色鞋子、护符或随机部位装备。,カナミアの試練（マスター1層）の災厄の主報酬。開けると、金品質の脚部、護符、またはランダムな部位の装備（装備Lv.60）を1個選んで獲得できる。
卡尼曼试炼首通奖励Ⅲ,カナミアの試練初クリア報酬Ⅲ
大师6层卡尼曼试炼首通奖励。打开后可选择获得一件80装等金色鞋子或护符。,カナミアの試練（マスター6層）の初クリア報酬。開けると、金品質の脚部または護符（装備Lv.80）を1個選んで獲得できる。
卡尼曼试炼灾厄奖励Ⅲ,カナミアの試練災厄報酬Ⅲ
大师6层卡尼曼试炼灾厄之主奖励。打开后可选择获得一件80装等金色鞋子、护符或随机部位装备。,カナミアの試練（マスター6層）の災厄の主報酬。開けると、金品質の脚部、護符、またはランダムな部位の装備（装備Lv.80）を1個選んで獲得できる。
40装等飓风哥布林王装备箱,嵐のキングゴブリンの装備箱（装備Lv.40）
首领飓风哥布林王装备奖励箱。打开后可选择获得一件本职业40装等金色头盔或项链。,ボス・嵐のキングゴブリンの装備報酬箱。開けると、現在のクラスの金品質装備（装備Lv.40）の兜か首飾りを選んで入手できる。
40装等雷电食人魔装备箱,サンダーオーガの装備箱（装備Lv.40）
首领雷电食人魔装备奖励箱。打开后可选择获得一件本职业40装等金色护甲或戒指。,ボス・サンダーオーガの装備報酬箱。開けると、現在のクラスの金品質装備（装備Lv.40）の鎧か指輪を選んで入手できる。
40装等圣域飞鱼装备箱,ヘヴンスカイの装備箱（装備Lv.40）
首领圣域飞鱼装备奖励箱。打开后可选择获得一件本职业40装等金色护手或耳坠。,ボス・ヘヴンスカイの装備報酬箱。開けると、現在のクラスの金品質装備（装備Lv.40）のガントレットか耳飾りを選んで入手できる。
40装等蜥蜴人王装备箱,キングギルミーの装備箱（装備Lv.40）
首领蜥蜴人王装备奖励箱。打开后可选择获得一件本职业40装等金色鞋子或护符。,ボス・キングギルミーの装備報酬箱。開けると、現在のクラスの金品質装備（装備Lv.40）の靴か護符を選んで入手できる。
40装等哥布林王装备箱,キングゴブリンの装備箱（装備Lv.40）
首领哥布林王装备奖励箱。打开后可选择获得一件本职业40装等金色左手环或右手环。,ボス・キングゴブリンの装備報酬箱。開けると、現在のクラスの金品質装備（装備Lv.40）の腕輪-左か腕輪-右を選んで入手できる。
40装等姆克王装备箱,キングムークの装備箱（装備Lv.40）
首领姆克王装备奖励箱。打开后可选择获得一件本职业40装等金色武器。,ボス・キングムークの装備報酬箱。開けると、現在のクラスの金品質装備（装備Lv.40）の武器を1つ選んで入手できる。
60装等飓风哥布林王装备箱,嵐のキングゴブリンの装備箱（装備Lv.60）
首领飓风哥布林王装备奖励箱。打开后可选择获得一件本职业60装等金色头盔或项链。,ボス・嵐のキングゴブリンの装備報酬箱。開けると、現在のクラスの金品質装備（装備Lv.60）の兜か首飾りを選んで入手できる。
60装等雷电食人魔装备箱,サンダーオーガの装備箱（装備Lv.60）
首领雷电食人魔装备奖励箱。打开后可选择获得一件本职业60装等金色护甲或戒指。,ボス・サンダーオーガの装備報酬箱。開けると、現在のクラスの金品質装備（装備Lv.60）の鎧か指輪を選んで入手できる。
